SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT, ISIN
182D020622,Government of India,TB,100,100,100,,03-DEC-2021,,02-JUN-2022,,,,,IN002021Y361
182D030222,Government of India,TB,100,100,100,,06-AUG-2021,,03-FEB-2022,,,,,IN002021Y197
182D030322,Government of India,TB,100,100,100,,06-SEP-2021,,03-MAR-2022,,,,,IN002021Y239
182D040522,Government of India,TB,100,100,100,,08-NOV-2021,,04-MAY-2022,,,,,IN002021Y320
182D070422,Government of India,TB,100,100,100,,08-OCT-2021,,07-APR-2022,,,,,IN002021Y288
182D070722,Government of India,TB,100,100,100,,07-JAN-2022,,07-JUL-2022,,,,,IN002021Y437
182D090622,Government of India,TB,100,100,100,,10-DEC-2021,,09-JUN-2022,,,,,IN002021Y379
182D100222,Government of India,TB,100,100,100,,13-AUG-2021,,10-FEB-2022,,,,,IN002021Y205
182D100322,Government of India,TB,100,100,100,,13-SEP-2021,,10-MAR-2022,,,,,IN002021Y247
182D120522,Government of India,TB,100,100,100,,12-NOV-2021,,12-MAY-2022,,,,,IN002021Y338
182D140422,Government of India,TB,100,100,100,,18-OCT-2021,,14-APR-2022,,,,,IN002021Y296
182D140722,Government of India,TB,100,100,100,,14-JAN-2022,,14-JUL-2022,,,,,IN002021Y445
182D160622,Government of India,TB,100,100,100,,17-DEC-2021,,16-JUN-2022,,,,,IN002021Y387
182D170322,Government of India,TB,100,100,100,,17-SEP-2021,,17-MAR-2022,,,,,IN002021Y254
182D180222,Government of India,TB,100,100,100,,23-AUG-2021,,18-FEB-2022,,,,,IN002021Y213
182D190522,Government of India,TB,100,100,100,,22-NOV-2021,,19-MAY-2022,,,,,IN002021Y346
182D210422,Government of India,TB,100,100,100,,22-OCT-2021,,21-APR-2022,,,,,IN002021Y304
182D210722,Government of India,TB,100,100,100,,21-JAN-2022,,21-JUL-2022,,,,,IN002021Y452
182D230622,Government of India,TB,100,100,100,,24-DEC-2021,,23-JUN-2022,,,,,IN002021Y395
182D240222,Government of India,TB,100,100,100,,27-AUG-2021,,24-FEB-2022,,,,,IN002021Y221
182D240322,Government of India,TB,100,100,100,,24-SEP-2021,,24-MAR-2022,,,,,IN002021Y262
182D260522,Government of India,TB,100,100,100,,26-NOV-2021,,26-MAY-2022,,,,,IN002021Y353
182D270122,Government of India,TB,100,100,100,,30-JUL-2021,,27-JAN-2022,,,,,IN002021Y189
182D280422,Government of India,TB,100,100,100,,29-OCT-2021,,28-APR-2022,,,,,IN002021Y312
182D300622,Government of India,TB,100,100,100,,31-DEC-2021,,30-JUN-2022,,,,,IN002021Y403
182D310322,Government of India,TB,100,100,100,,01-OCT-2021,,31-MAR-2022,,,,,IN002021Y270
364D010922,Government of India,TB,100,100,100,,06-SEP-2021,,01-SEP-2022,,,,,IN002021Z236
364D011222,Government of India,TB,100,100,100,,03-DEC-2021,,01-DEC-2022,,,,,IN002021Z368
364D020622,Government of India,TB,100,100,100,,04-JUN-2021,,02-JUN-2022,,,,,IN002021Z095
364D021122,Government of India,TB,100,100,100,,08-NOV-2021,,02-NOV-2022,,,,,IN002021Z327
364D030222,Government of India,TB,100,100,100,,05-FEB-2021,,03-FEB-2022,,,,,IN002020Z444
364D030322,Government of India,TB,100,100,100,,05-MAR-2021,,03-MAR-2022,,,,,IN002020Z485
364D040822,Government of India,TB,100,100,100,,06-AUG-2021,,04-AUG-2022,,,,,IN002021Z194
364D050123,Government of India,TB,100,100,100,,07-JAN-2022,,05-JAN-2023,,,,,IN002021Z426
364D050522,Government of India,TB,100,100,100,,07-MAY-2021,,05-MAY-2022,,,,,IN002021Z053
364D061022,Government of India,TB,100,100,100,,08-OCT-2021,,06-OCT-2022,,,,,IN002021Z285
364D070422,Government of India,TB,100,100,100,,09-APR-2021,,07-APR-2022,,,,,IN002021Z012
364D070722,Government of India,TB,100,100,100,,09-JUL-2021,,07-JUL-2022,,,,,IN002021Z152
364D080922,Government of India,TB,100,100,100,,13-SEP-2021,,08-SEP-2022,,,,,IN002021Z244
364D081222,Government of India,TB,100,100,100,,10-DEC-2021,,08-DEC-2022,,,,,IN002021Z376
364D090622,Government of India,TB,100,100,100,,11-JUN-2021,,09-JUN-2022,,,,,IN002021Z103
364D100222,Government of India,TB,100,100,100,,12-FEB-2021,,10-FEB-2022,,,,,IN002020Z451
364D101122,Government of India,TB,100,100,100,,12-NOV-2021,,10-NOV-2022,,,,,IN002021Z335
364D110322,Government of India,TB,100,100,100,,15-MAR-2021,,11-MAR-2022,,,,,IN002020Z493
364D110822,Government of India,TB,100,100,100,,13-AUG-2021,,11-AUG-2022,,,,,IN002021Z202
364D120123,Government of India,TB,100,100,100,,14-JAN-2022,,12-JAN-2023,,,,,IN002021Z434
364D130522,Government of India,TB,100,100,100,,17-MAY-2021,,13-MAY-2022,,,,,IN002021Z061
364D131022,Government of India,TB,100,100,100,,18-OCT-2021,,13-OCT-2022,,,,,IN002021Z293
364D140422,Government of India,TB,100,100,100,,15-APR-2021,,14-APR-2022,,,,,IN002021Z020
364D140722,Government of India,TB,100,100,100,,16-JUL-2021,,14-JUL-2022,,,,,IN002021Z160
364D150922,Government of India,TB,100,100,100,,17-SEP-2021,,15-SEP-2022,,,,,IN002021Z251
364D151222,Government of India,TB,100,100,100,,17-DEC-2021,,15-DEC-2022,,,,,IN002021Z384
364D160622,Government of India,TB,100,100,100,,18-JUN-2021,,16-JUN-2022,,,,,IN002021Z111
364D170222,Government of India,TB,100,100,100,,19-FEB-2021,,17-FEB-2022,,,,,IN002020Z469
364D170322,Government of India,TB,100,100,100,,19-MAR-2021,,17-MAR-2022,,,,,IN002020Z501
364D171122,Government of India,TB,100,100,100,,22-NOV-2021,,17-NOV-2022,,,,,IN002021Z343
364D190123,Government of India,TB,100,100,100,,21-JAN-2022,,19-JAN-2023,,,,,IN002021Z442
364D190522,Government of India,TB,100,100,100,,21-MAY-2021,,19-MAY-2022,,,,,IN002021Z079
364D190822,Government of India,TB,100,100,100,,23-AUG-2021,,19-AUG-2022,,,,,IN002021Z210
364D201022,Government of India,TB,100,100,100,,22-OCT-2021,,20-OCT-2022,,,,,IN002021Z301
364D210422,Government of India,TB,100,100,100,,23-APR-2021,,21-APR-2022,,,,,IN002021Z038
364D210722,Government of India,TB,100,100,100,,23-JUL-2021,,21-JUL-2022,,,,,IN002021Z178
364D220922,Government of India,TB,100,100,100,,24-SEP-2021,,22-SEP-2022,,,,,IN002021Z269
364D221222,Government of India,TB,100,100,100,,24-DEC-2021,,22-DEC-2022,,,,,IN002021Z392
364D230622,Government of India,TB,100,100,100,,25-JUN-2021,,23-JUN-2022,,,,,IN002021Z129
364D240222,Government of India,TB,100,100,100,,26-FEB-2021,,24-FEB-2022,,,,,IN002020Z477
364D240322,Government of India,TB,100,100,100,,26-MAR-2021,,24-MAR-2022,,,,,IN002020Z519
364D241122,Government of India,TB,100,100,100,,26-NOV-2021,,24-NOV-2022,,,,,IN002021Z350
364D250822,Government of India,TB,100,100,100,,27-AUG-2021,,25-AUG-2022,,,,,IN002021Z228
364D260522,Government of India,TB,100,100,100,,27-MAY-2021,,26-MAY-2022,,,,,IN002021Z087
364D270122,Government of India,TB,100,100,100,,29-JAN-2021,,27-JAN-2022,,,,,IN002020Z436
364D271022,Government of India,TB,100,100,100,,29-OCT-2021,,27-OCT-2022,,,,,IN002021Z319
364D280422,Government of India,TB,100,100,100,,30-APR-2021,,28-APR-2022,,,,,IN002021Z046
364D280722,Government of India,TB,100,100,100,,30-JUL-2021,,28-JUL-2022,,,,,IN002021Z186
364D290922,Government of India,TB,100,100,100,,01-OCT-2021,,29-SEP-2022,,,,,IN002021Z277
364D291222,Government of India,TB,100,100,100,,31-DEC-2021,,29-DEC-2022,,,,,IN002021Z400
364D300322,Government of India,TB,100,100,100,,05-APR-2021,,30-MAR-2022,,,,,IN002020Z527
364D300622,Government of India,TB,100,100,100,,02-JUL-2021,,30-JUN-2022,,,,,IN002021Z137
396GS2022,Government of India,GS,100,100,1,3.96,10-NOV-2020,,09-NOV-2022,,,,,IN0020200260
415KL22,Kerala State,SG,100,100,100,4.15,06-NOV-2020,,04-NOV-2022,,,,,IN2020200217
426GS2023,Government of India,GS,100,100,1,4.26,18-MAY-2021,,17-MAY-2023,,,,,IN0020210046
439MH23,Maharashtra State,SG,100,100,100,4.39,27-JUL-2020,,15-JUL-2023,,,,,IN2220200108
445MH22,Maharashtra State,SG,100,100,100,4.45,27-JUL-2020,,10-JUN-2022,,,,,IN2220200066
448GS2023,Government of India,GS,100,100,1,4.48,03-NOV-2020,,02-NOV-2023,,,,,IN0020200211
449RJ23,Rajasthan State,SG,100,100,100,4.49,27-JUL-2020,,08-JUL-2023,,,,,IN2920200200
44HR23,Haryana State,SG,100,100,100,4.4,27-JUL-2020,,15-JUL-2023,,,,,IN1620200064
452BR23,Bihar State,SG,100,100,100,4.52,27-JUL-2020,,22-JUL-2023,,,,,IN1320200018
452TN22,Tamilnadu State,SG,100,100,100,4.52,27-JUL-2020,,03-JUN-2022,,,,,IN3120200099
454BR23,Bihar State,SG,100,100,100,4.54,31-JUL-2020,,29-JUL-2023,,,,,IN1320200026
454MH22,Maharashtra State,SG,100,100,100,4.54,27-JUL-2020,,03-JUN-2022,,,,,IN2220200041
454RJ23,Rajasthan State,SG,100,100,100,4.54,31-JUL-2020,,29-JUL-2023,,,,,IN2920200242
454TN23,Tamilnadu State,SG,100,100,100,4.54,27-JUL-2020,,08-JUL-2023,,,,,IN3120200198
456GS2023,Government of India,GS,100,100,1,4.56,30-NOV-2021,,29-NOV-2023,,,,,IN0020210210
45AS23,Assam State,SG,100,100,100,4.5,13-NOV-2020,,11-NOV-2023,,,,,IN1220200126
463MH23,Maharashtra State,SG,100,100,100,4.63,27-JUL-2020,,01-JUL-2023,,,,,IN2220200090
463TN23,Tamilnadu State,SG,100,100,100,4.63,27-JUL-2020,,01-JUL-2023,,,,,IN3120200172
468HR22,Haryana State,SG,100,100,100,4.68,27-JUL-2020,,20-MAY-2022,,,,,IN1620200049
469ML23,Meghalaya State,SG,100,100,100,4.69,01-OCT-2021,,29-SEP-2023,,,,,IN2420210055
473KA23,Karnataka State,SG,100,100,100,4.73,03-DEC-2021,,01-DEC-2023,,,,,IN1920210110
474KA23,Karnataka State,SG,100,100,100,4.74,22-NOV-2021,,17-NOV-2023,,,,,IN1920210078
475HR22,Haryana State,SG,100,100,100,4.75,27-JUL-2020,,06-MAY-2022,,,,,IN1620200023
476MH23,Maharashtra State,SG,100,100,100,4.76,27-JUL-2020,,24-JUN-2023,,,,,IN2220200082
477KL23,Kerala State,SG,100,100,100,4.77,26-MAR-2021,,24-MAR-2023,,,,,IN2020200282
477MP23,Madhya Pradesh State,SG,100,100,100,4.77,26-MAR-2021,,24-MAR-2023,,,,,IN2120200281
47KA23,Karnataka State,SG,100,100,100,4.7,26-NOV-2021,,24-NOV-2023,,,,,IN1920210094
47KL22,Kerala State,SG,100,100,100,4.7,05-OCT-2020,,30-SEP-2022,,,,,IN2020200191
485KL23,Kerala State,SG,100,100,100,4.85,05-FEB-2021,,03-FEB-2023,,,,,IN2020200241
489RJ23,Rajasthan State,SG,100,100,100,4.89,27-JUL-2020,,17-JUN-2023,,,,,IN2920200143
493BR23,Bihar State,SG,100,100,100,4.93,21-AUG-2020,,19-AUG-2023,,,,,IN1320200034
494MP23,Madhya Pradesh State,SG,100,100,100,4.94,05-MAR-2021,,03-MAR-2023,,,,,IN2120200257
495ML24,Meghalaya State,SG,100,100,100,4.95,13-SEP-2021,,08-SEP-2024,,,,,IN2420210030
497AS24,Assam State,SG,100,100,100,4.97,03-SEP-2021,,01-SEP-2024,,,,,IN1220210059
499TN23,Tamilnadu State,SG,100,100,100,4.99,27-JUL-2020,,27-MAY-2023,,,,,IN3120200073
503KL24,Kerala State,SG,100,100,100,5.03,27-JUL-2020,,22-JUL-2024,,,,,IN2020200159
505KL23,Kerala State,SG,100,100,100,5.05,28-AUG-2020,,26-AUG-2023,,,,,IN2020200175
505RJ24,Rajasthan State,SG,100,100,100,5.05,31-JUL-2020,,29-JUL-2024,,,,,IN2920200259
507PY23,Puducherry - Union Territory,SG,100,100,100,5.07,11-SEP-2020,,09-SEP-2023,,,,,IN3820200019
509CG23,Chattisgarh State,SG,100,100,100,5.09,11-SEP-2020,,09-SEP-2023,,,,,IN3520200020
509GS2022,Government of India,GS,100,100,1,5.09,15-APR-2020,,13-APR-2022,,,,,IN0020200021
509KL23,Kerala State,SG,100,100,100,5.09,27-JUL-2020,,06-MAY-2023,,,,,IN2020200043
509TN23,Tamilnadu State,SG,100,100,100,5.09,28-AUG-2020,,26-AUG-2023,,,,,IN3120200271
512BR24,Bihar State,SG,100,100,100,5.12,13-NOV-2020,,11-NOV-2024,,,,,IN1320200091
515GS2025,Government of India,GS,100,100,1,5.15,10-NOV-2020,,09-NOV-2025,,,,,IN0020200278
518KL24,Kerala State,SG,100,100,100,5.18,05-FEB-2021,,03-FEB-2024,,,,,IN2020200258
51BR23,Bihar State,SG,100,100,100,5.1,28-AUG-2020,,26-AUG-2023,,,,,IN1320200042
522GS2025,Government of India,GS,100,100,1,5.22,16-JUN-2020,,15-JUN-2025,,,,,IN0020200112
524AS24,Assam State,SG,100,100,100,5.24,23-OCT-2020,,21-OCT-2024,,,,,IN1220200092
525AS24,Assam State,SG,100,100,100,5.25,12-NOV-2021,,10-NOV-2024,,,,,IN1220210117
527BR24,Bihar State,SG,100,100,100,5.27,23-OCT-2020,,21-OCT-2024,,,,,IN1320200083
527GJ24,Gujarat State,SG,100,100,100,5.27,21-JAN-2022,,19-JAN-2024,,,,,IN1520210163
528BR23,Bihar State,SG,100,100,100,5.28,25-SEP-2020,,23-SEP-2023,,,,,IN1320200067
532AS25,Assam State,SG,100,100,100,5.32,27-NOV-2020,,25-NOV-2025,,,,,IN1220200159
532AS26,Assam State,SG,100,100,100,5.32,08-JAN-2021,,06-JAN-2026,,,,,IN1220200191
532CG25,Chattisgarh State,SG,100,100,100,5.32,27-NOV-2020,,25-NOV-2025,,,,,IN3520200061
532RJ25,Rajasthan State,SG,100,100,100,5.32,01-JAN-2021,,30-DEC-2025,,,,,IN2920200531
535CG25,Chattisgarh State,SG,100,100,100,5.35,06-NOV-2020,,04-NOV-2025,,,,,IN3520200053
535RJ25,Rajasthan State,SG,100,100,100,5.35,18-DEC-2020,,16-DEC-2025,,,,,IN2920200523
538CG25,Chattisgarh State,SG,100,100,100,5.38,30-OCT-2020,,28-OCT-2025,,,,,IN3520200046
538RJ24,Rajasthan State,SG,100,100,100,5.38,27-JUL-2020,,27-MAY-2024,,,,,IN2920200069
539GJ24,Gujarat State,SG,100,100,100,5.39,05-APR-2021,,31-MAR-2024,,,,,IN1520200313
539RJ24,Rajasthan State,SG,100,100,100,5.39,14-AUG-2020,,12-AUG-2024,,,,,IN2920200309
539RJ25,Rajasthan State,SG,100,100,100,5.39,29-JAN-2021,,27-JAN-2025,,,,,IN2920200580
53BR25,Bihar State,SG,100,100,100,5.3,27-NOV-2020,,25-NOV-2025,,,,,IN1320200109
53RJ23,Rajasthan State,SG,100,100,100,5.3,05-OCT-2020,,30-SEP-2023,,,,,IN2920200390
540CG24,Chattisgarh State,SG,100,100,100,5.4,14-AUG-2020,,12-AUG-2024,,,,,IN3520200012
541AP24,Andhra Pradesh State,SG,100,100,100,5.41,14-AUG-2020,,12-AUG-2024,,,,,IN1020200284
541GA25,Goa State,SG,100,100,100,5.41,01-JAN-2021,,30-DEC-2025,,,,,IN1420200223
542RJ24,Rajasthan State,SG,100,100,100,5.42,15-MAR-2021,,10-MAR-2024,,,,,IN2920200762
543BR24,Bihar State,SG,100,100,100,5.43,05-APR-2021,,31-MAR-2024,,,,,IN1320200166
544AP24,Andhra Pradesh State,SG,100,100,100,5.44,27-JUL-2020,,10-JUN-2024,,,,,IN1020200185
544KL24,Kerala State,SG,100,100,100,5.44,27-JUL-2020,,03-JUN-2024,,,,,IN2020200100
544TN23,Tamilnadu State,SG,100,100,100,5.44,27-JUL-2020,,22-APR-2023,,,,,IN3120200032
545AP24,Andhra Pradesh State,SG,100,100,100,5.45,27-JUL-2020,,03-JUN-2024,,,,,IN1020200151
545RJ25,Rajasthan State,SG,100,100,100,5.45,27-JUL-2020,,08-JUL-2025,,,,,IN2920200218
546PY25,Puducherry - Union Territory,SG,100,100,100,5.46,29-JAN-2021,,27-JAN-2025,,,,,IN3820200068
546TN24,Tamilnadu State,SG,100,100,100,5.46,27-JUL-2020,,03-JUN-2024,,,,,IN3120200107
547AS24,Assam State,SG,100,100,100,5.47,05-MAR-2021,,03-MAR-2024,,,,,IN1220200316
547RJ24,Rajasthan State,SG,100,100,100,5.47,27-JUL-2020,,03-JUN-2024,,,,,IN2920200093
549RJ25,Rajasthan State,SG,100,100,100,5.49,07-AUG-2020,,05-AUG-2025,,,,,IN2920200283
54BR24,Bihar State,SG,100,100,100,5.4,16-OCT-2020,,14-OCT-2024,,,,,IN1320200075
54KL24,Kerala State,SG,100,100,100,5.4,18-MAR-2021,,17-MAR-2024,,,,,IN2020200274
552AP24,Andhra Pradesh State,SG,100,100,100,5.52,04-SEP-2020,,02-SEP-2024,,,,,IN1020200326
552MP24,Madhya Pradesh State,SG,100,100,100,5.52,05-MAR-2021,,03-MAR-2024,,,,,IN2120200265
553KL25,Kerala State,SG,100,100,100,5.53,27-JUL-2020,,01-JUL-2025,,,,,IN2020200142
563GS2026,Government of India,GS,100,100,1,5.63,13-APR-2021,,12-APR-2026,,,,,IN0020210012
565KL24,Kerala State,SG,100,100,100,5.65,27-JUL-2020,,13-MAY-2024,,,,,IN2020200068
565RJ25,Rajasthan State,SG,100,100,100,5.65,27-JUL-2020,,03-JUN-2025,,,,,IN2920200101
565TN25,Tamilnadu State,SG,100,100,100,5.65,18-JUN-2021,,16-JUN-2025,,,,,IN3120210080
568MH24,Maharashtra State,SG,100,100,100,5.68,25-SEP-2020,,23-SEP-2024,,,,,IN2220200173
56HR24,Haryana State,SG,100,100,100,5.6,27-JUL-2020,,20-MAY-2024,,,,,IN1620200056
56MH24,Maharashtra State,SG,100,100,100,5.6,11-SEP-2020,,09-SEP-2024,,,,,IN2220200140
56RJ24,Rajasthan State,SG,100,100,100,5.6,09-OCT-2020,,07-OCT-2024,,,,,IN2920200416
572BR26,Bihar State,SG,100,100,100,5.72,15-JAN-2021,,13-JAN-2026,,,,,IN1320200117
574GS2026,Government of India,GS,100,100,1,5.74,16-NOV-2021,,15-NOV-2026,,,,,IN0020210186
575AP24,Andhra Pradesh State,SG,100,100,100,5.75,05-OCT-2020,,30-SEP-2024,,,,,IN1020200375
575KA25,Karnataka State,SG,100,100,100,5.75,27-JUL-2020,,10-JUN-2025,,,,,IN1920200061
575PY26,Puducherry - Union Territory,SG,100,100,100,5.75,30-OCT-2020,,28-OCT-2026,,,,,IN3820200035
575RJ25,Rajasthan State,SG,100,100,100,5.75,27-JUL-2020,,10-JUN-2025,,,,,IN2920200127
575TN25,Tamilnadu State,SG,100,100,100,5.75,27-JUL-2020,,27-MAY-2025,,,,,IN3120200081
576TN24,Tamilnadu State,SG,100,100,100,5.76,27-JUL-2020,,22-APR-2024,,,,,IN3120200040
577GJ25,Gujarat State,SG,100,100,100,5.77,14-JAN-2022,,12-JAN-2025,,,,,IN1520210155
577GS2030,Government of India,GS,100,100,1,5.77,04-AUG-2020,,03-AUG-2030,,,,,IN0020200153
577KL25,Kerala State,SG,100,100,100,5.77,27-JUL-2020,,10-JUN-2025,,,,,IN2020200126
578OR22,Orissa State,SG,100,100,100,5.78,27-JUL-2020,,18-FEB-2022,,,,,IN2720190098
579GS2030,Government of India,GS,100,100,1,5.79,12-MAY-2020,,11-MAY-2030,,,,,IN0020200070
579KL24,Kerala State,SG,100,100,100,5.79,05-OCT-2020,,30-SEP-2024,,,,,IN2020200209
57BR24,Bihar State,SG,100,100,100,5.7,18-SEP-2020,,16-SEP-2024,,,,,IN1320200059
57KA26,Karnataka State,SG,100,100,100,5.7,27-JUL-2020,,15-JUL-2026,,,,,IN1920200079
57MH24,Maharashtra State,SG,100,100,100,5.7,18-SEP-2020,,16-SEP-2024,,,,,IN2220200165
582BR26,Bihar State,SG,100,100,100,5.82,22-JAN-2021,,20-JAN-2026,,,,,IN1320200133
582RJ27,Rajasthan State,SG,100,100,100,5.82,08-JAN-2021,,06-JAN-2027,,,,,IN2920200556
582TS24,Telangana State,SG,100,100,100,5.82,27-JUL-2020,,13-MAY-2024,,,,,IN4520200051
585GS2030,Government of India,GS,100,100,1,5.85,02-DEC-2020,,01-DEC-2030,,,,,IN0020200294
588CG26,Chattisgarh State,SG,100,100,100,5.88,01-JAN-2021,,30-DEC-2026,,,,,IN3520200087
588GJ25,Gujarat State,SG,100,100,100,5.88,05-APR-2021,,31-MAR-2025,,,,,IN1520200321
589AP25,Andhra Pradesh State,SG,100,100,100,5.89,27-JUL-2020,,06-MAY-2025,,,,,IN1020200102
589RJ25,Rajasthan State,SG,100,100,100,5.89,28-AUG-2020,,26-AUG-2025,,,,,IN2920200333
58RJ25,Rajasthan State,SG,100,100,100,5.8,27-JUL-2020,,27-MAY-2025,,,,,IN2920200077
591KL25,Kerala State,SG,100,100,100,5.91,27-JUL-2020,,20-MAY-2025,,,,,IN2020200076
593CG26,Chattisgarh State,SG,100,100,100,5.93,11-DEC-2020,,09-DEC-2026,,,,,IN3520200079
593OR22,Orissa State,SG,100,100,100,5.93,27-JUL-2020,,08-APR-2022,,,,,IN2720200012
593RJ25,Rajasthan State,SG,100,100,100,5.93,15-MAR-2021,,10-MAR-2025,,,,,IN2920200770
594CG25,Chattisgarh State,SG,100,100,100,5.94,09-OCT-2020,,07-OCT-2025,,,,,IN3520200038
594RJ25,Rajasthan State,SG,100,100,100,5.94,13-APR-2021,,09-APR-2025,,,,,IN2920210019
595TN25,Tamilnadu State,SG,100,100,100,5.95,27-JUL-2020,,13-MAY-2025,,,,,IN3120200057
596PY26,Puducherry - Union Territory,SG,100,100,100,5.96,01-OCT-2021,,29-SEP-2026,,,,,IN3820210018
597CG27,Chattisgarh State,SG,100,100,100,5.97,15-JAN-2021,,13-JAN-2027,,,,,IN3520200095
599MP26,Madhya Pradesh State,SG,100,100,100,5.99,03-SEP-2021,,01-SEP-2026,,,,,IN2120210025
59TS25,Telangana State,SG,100,100,100,5.9,27-JUL-2020,,27-MAY-2025,,,,,IN4520200077
601OR22,Orissa State,SG,100,100,100,6.01,27-JUL-2020,,15-OCT-2022,,,,,IN2720200046
601RJ26,Rajasthan State,SG,100,100,100,6.01,08-OCT-2021,,06-OCT-2026,,,,,IN2920210316
603RJ25,Rajasthan State,SG,100,100,100,6.03,27-JUL-2020,,11-MAR-2025,,,,,IN2920190435
604AS25,Assam State,SG,100,100,100,6.04,09-OCT-2020,,07-OCT-2025,,,,,IN1220200076
604AS26,Assam State,SG,100,100,100,6.04,10-DEC-2021,,08-DEC-2026,,,,,IN1220210158
604GJ26,Gujarat State,SG,100,100,100,6.04,22-OCT-2021,,20-OCT-2026,,,,,IN1520210130
604KL25,Kerala State,SG,100,100,100,6.04,28-AUG-2020,,26-AUG-2025,,,,,IN2020200183
605AS25,Assam State,SG,100,100,100,6.05,18-SEP-2020,,16-SEP-2025,,,,,IN1220200043
605RJ26,Rajasthan State,SG,100,100,100,6.05,18-JUN-2021,,16-JUN-2026,,,,,IN2920210142
607RJ26,Rajasthan State,SG,100,100,100,6.07,03-DEC-2021,,01-DEC-2026,,,,,IN2920210381
609AS26,Assam State,SG,100,100,100,6.09,29-OCT-2021,,27-OCT-2026,,,,,IN1220210091
609KA28,Karnataka State,SG,100,100,100,6.09,27-JUL-2020,,22-JUL-2028,,,,,IN1920200095
609MP22,Madhya Pradesh State,SG,100,100,100,6.09,27-JUL-2020,,08-OCT-2022,,,,,IN2120200034
609RJ26,Rajasthan State,SG,100,100,100,6.09,12-FEB-2021,,10-FEB-2026,,,,,IN2920200648
610GS2031,Government of India,GS,100,100,1,6.1,13-JUL-2021,,12-JUL-2031,,,,,IN0020210095
612KA27,Karnataka State,SG,100,100,100,6.12,27-JUL-2020,,22-JUL-2027,,,,,IN1920200087
613RJ26,Rajasthan State,SG,100,100,100,6.13,17-MAY-2021,,12-MAY-2026,,,,,IN2920210068
616RJ24,Rajasthan State,SG,100,100,100,6.16,27-JUL-2020,,04-MAR-2024,,,,,IN2920190419
617KL27,Kerala State,SG,100,100,100,6.17,01-JAN-2021,,30-DEC-2027,,,,,IN2020200233
617TS25,Telangana State,SG,100,100,100,6.17,27-JUL-2020,,13-MAY-2025,,,,,IN4520200069
618GJ26,Gujarat State,SG,100,100,100,6.18,05-APR-2021,,31-MAR-2026,,,,,IN1520200339
618GS2024,Government of India,GS,100,100,1,6.18,05-NOV-2019,,04-NOV-2024,,,,,IN0020190396
619AS26,Assam State,SG,100,100,100,6.19,12-FEB-2021,,10-FEB-2026,,,,,IN1220200258
619GS2034,Government of India,GS,100,100,1,6.19,02-JUN-2020,,16-SEP-2034,,,,,IN0020200096
61CG27,Chattisgarh State,SG,100,100,100,6.1,29-JAN-2021,,27-JAN-2027,,,,,IN3520200103
61RJ26,Rajasthan State,SG,100,100,100,6.1,27-MAY-2021,,25-MAY-2026,,,,,IN2920210084
61RJ27,Rajasthan State,SG,100,100,100,6.1,30-OCT-2020,,28-OCT-2027,,,,,IN2920200440
620MP23,Madhya Pradesh State,SG,100,100,100,6.2,27-JUL-2020,,15-APR-2023,,,,,IN2120200067
621AS26,Assam State,SG,100,100,100,6.21,19-FEB-2021,,17-FEB-2026,,,,,IN1220200274
622GS2035,Government of India,GS,100,100,1,6.22,03-NOV-2020,,16-MAR-2035,,,,,IN0020200245
622KL27,Kerala State,SG,100,100,100,6.22,04-DEC-2020,,02-DEC-2027,,,,,IN2020200225
623RJ27,Rajasthan State,SG,100,100,100,6.23,01-OCT-2021,,29-SEP-2027,,,,,IN2920210290
624HR26,Haryana State,SG,100,100,100,6.24,27-JUL-2020,,06-MAY-2026,,,,,IN1620200031
624MH26,Maharashtra State,SG,100,100,100,6.24,13-AUG-2021,,11-AUG-2026,,,,,IN2220210214
624MH28,Maharashtra State,SG,100,100,100,6.24,27-JUL-2020,,22-JUL-2028,,,,,IN2220200116
624RJ26,Rajasthan State,SG,100,100,100,6.24,02-JUL-2021,,30-JUN-2026,,,,,IN2920210183
624TS26,Telangana State,SG,100,100,100,6.24,27-JUL-2020,,27-MAY-2026,,,,,IN4520200085
625AS26,Assam State,SG,100,100,100,6.25,06-AUG-2021,,04-AUG-2026,,,,,IN1220210026
625RJ22,Rajasthan State,SG,100,100,100,6.25,27-JUL-2020,,06-NOV-2022,,,,,IN2920190252
627RJ26,Rajasthan State,SG,100,100,100,6.27,23-JUL-2021,,20-JUL-2026,,,,,IN2920210241
628GJ27,Gujarat State,SG,100,100,100,6.28,03-SEP-2021,,01-SEP-2027,,,,,IN1520210098
628OR22,Orissa State,SG,100,100,100,6.28,27-JUL-2020,,13-NOV-2022,,,,,IN2720190064
629HP26,Himachal Pradesh State,SG,100,100,100,6.29,27-JUL-2020,,11-MAR-2026,,,,,IN1720190157
629RJ26,Rajasthan State,SG,100,100,100,6.29,16-JUL-2021,,14-JUL-2026,,,,,IN2920210225
629RJ26A,Rajasthan State,SG,100,100,100,6.29,31-DEC-2021,,29-DEC-2026,,,,,IN2920210407
62RJ27,Rajasthan State,SG,100,100,100,6.2,31-JUL-2020,,29-JUL-2027,,,,,IN2920200267
